price_huf,floor_area_m2,rooms,district,balcony_m2,min_rent_months,internal_height_ord,property_condition_clean,floor_num,building_level_num,year_missing_flag,building_age,aircon_bin,elevator_bin,lat,lon,distance_to_center_km_real,dist_to_metro_km,dist_to_danube_km,is_inner_ring
300000,69,2.5,11,0,12,,novel,1,2,0,6,0,0,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
250000,71,2,7,0,12,1,in good condition,3,3,1,,0,0,47.4961024,19.0608682,0.44339207,0.158212628,0.809211055,1
370500,73,3,6,0,12,1,renovated,3,3,1,,1,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
360000,75,3,13,0,12,1,renovated,3,3,1,,1,0,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
395000,70,3,14,15,12,,new,3,4,0,2,1,1,47.5131532,19.0837164,2.708687438,0.514675704,2.924522428,0
382200,70,3,6,0,1,,novel,3,,1,,1,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
702000,75,3,5,0,,1,renovated,3,5,1,,1,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
300000,80,3,7,0,12,1,in good condition,3,3,1,,1,0,47.4961024,19.0608682,0.44339207,0.158212628,0.809211055,1
663000,83,4,6,0,12,1,renovated,3,5,1,,1,1,47.5055812,19.0613399,0.956776137,0.138203564,1.053928463,1
400000,89,3,1,4,12,1,renovated,3,5,1,,0,1,47.5078103,19.0369399,1.78301555,0.121971743,0.652518963,0
1556100,181,5,5,0,12,1,renovated,4,5,1,,1,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
235000,40,2,13,3,12,1,renovated,4,6,1,,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
270000,51,2,13,0,6,1,renovated,4,6,1,,0,1,47.5173838,19.0523054,2.180586672,0.626463597,0.96878825,0
331500,59,2,6,0,12,1,renovated,4,,1,,1,0,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
499200,90,4,6,7,12,1,renovated,4,4,1,,1,0,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
390000,91,2,6,0,12,1,renovated,4,4,1,,0,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
450000,74,2.5,9,0,12,0,novel,3,8,1,,1,1,47.4776948,19.0678958,2.429264686,0.89181187,0.646385025,1
219990,38,1,9,0,,1,unknown,5,,1,,0,0,47.4708584,19.1138472,5.310287547,0.231722765,3.672816032,1
450000,74,2.5,9,0,12,0,novel,3,8,1,,1,1,47.4753963,19.0690028,2.697359788,1.10165971,0.67124023,1
330000,88,2.5,11,8,12,,in good condition,1,5,1,,0,0,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
345000,90,2.5,8,0,,,in good condition,1,,1,,1,1,47.4864644,19.0711005,1.724303479,0.140310705,1.101139889,1
255000,54,2,9,0,12,1,renovated,0,,1,,0,0,47.4849875,19.0695575,1.777999768,0.167786876,0.907416062,1
250000,61,2,14,0,12,1,renovated,0,3,1,,0,0,47.5131532,19.0837164,2.708687438,0.514675704,2.924522428,0
289000,70,2,7,0,6,1,renovated,0,4,1,,1,0,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
660000,84,3,11,0,12,,novel,3,3,0,13,1,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
330000,88,3,11,8,12,1,renovated,0,3,1,,0,1,47.4766422,19.0368522,2.751698353,0.793883729,1.779248053,0
624000,100,3,6,4,12,,renovated,4,5,0,86,1,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
400000,92,3,14,14,6,1,in good condition,0,0,0,61,1,0,47.5160263,19.0905809,3.3115216,0.396194608,3.488256317,0
500000,153,5,2,0,12,,in good condition,4,5,1,,1,1,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
776100,75,2.5,7,0,12,0,new,6,6,0,5,1,1,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
170000,25,1,13,0,6,1,in good condition,0,2,1,,0,0,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
368000,60,2.5,12,0,12,,renovated,2,3,1,,0,0,47.4875911,19.0130384,3.397011208,1.714526415,3.100870954,0
270000,33,1,9,0,,1,renovated,0,,1,,1,0,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
250000,37,1,5,0,,,unknown,4,,1,,0,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
300000,48,2,11,0,12,1,renovated,0,,1,,0,0,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
390000,71,2.5,2,11,12,0,renovated,0,2,0,20.5,1,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
250000,35,2,6,0,12,1,unknown,,,1,,1,0,47.5059776,19.0629633,1.054841833,0.113804329,1.178998738,1
1150000,140,3,5,5,12,1,renovated,1,5,1,,1,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
300000,43,2,9,0,12,,new,4,9,0,2,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
1438000,150,4,5,1.5,12,1,renovated,1,6,0,86,1,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
275000,44,2,10,5,12,,novel,4,8,0,7,1,1,47.4666288,19.1273599,6.416451761,0.136610207,4.702404618,0
1420360,199,5,8,0,,1,renovated,1,,1,,0,0,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
260000,35,1,7,3,12,1,new,1,5,1,,1,1,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
195000,36,1,9,0,12,1,renovated,1,6,1,,0,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
195000,47,2,10,4,12,,in good condition,4,4,0,61,1,0,47.4891047,19.1387448,6.322886644,1.547965909,5.935227694,0
300000,65,2.5,5,0,12,1,in good condition,1,5,1,,0,1,47.4945992,19.0575841,0.396146074,0.2578873,0.547021706,1
220000,38,1,9,0,12,1,renovated,1,2,0,61,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
360000,80,2.5,12,6,12,1,renovated,2,,1,,1,0,47.4927083,19.0162906,3.009166817,1.102867851,2.65912657,0
280000,49,2,7,0,12,,renovated,4,5,1,,1,1,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
320000,50,2,13,4,12,,novel,4,4,1,,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
526500,50,2,6,0,4,1,novel,1,4,0,86,1,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
339000,51,2,6,0,12,,renovated,4,4,1,,0,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
250000,52,2,8,0,12,,renovated,4,10,1,,1,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
390000,57,3,13,7,12,,novel,4,8,0,7,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
270000,58,2,6,0,12,,in good condition,4,4,0,20.5,0,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
278990,70,2,13,0,12,1,novel,1,3,1,,0,0,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
400000,73,3,7,0,12,1,novel,1,6,0,20.5,1,1,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
355000,62,3,10,0,12,,new,4,6,0,2,1,1,47.4666288,19.1273599,6.416451761,0.136610207,4.702404618,0
350000,90,3,6,3,3,1,renovated,1,3,0,86,1,0,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
400000,65,3,1,3,12,,renovated,4,4,1,,1,1,47.5077149,19.0337141,1.973300232,0.319586186,0.884941562,0
320000,65,3,9,0,12,,novel,4,7,0,20.5,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
320000,68,2.5,8,0,12,1,renovated,3,4,1,,1,0,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
965000,120,4,2,9,6,1,novel,2,2,0,86,1,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
300000,68,3,8,0,12,,renovated,4,4,1,,1,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
280000,69,3,7,0,12,,renovated,4,5,1,,0,1,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
1025000,137,4,2,57,12,1,novel,2,2,1,,1,1,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
425000,70,2.5,5,0,,1,unknown,3,7,0,8,1,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
295000,67,2,12,0,12,1,renovated,2,3,0,86,1,0,47.4875911,19.0130384,3.397011208,1.714526415,3.100870954,0
450000,94,2,6,0,6,1,renovated,2,2,1,,1,0,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
260000,67,2.5,3,0,12,,in good condition,3,,1,,1,0,47.5611995,19.054608,7.038977302,1.947220491,4.710579519,0
350000,56,2,5,0,12,1,renovated,3,5,1,,0,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
390000,83,3,5,0,,,renovated,4,,1,,1,1,47.4889382,19.0542084,1.001976524,0.401226463,0.132202399,1
285000,70,2,7,0,12,1,renovated,3,4,1,,1,1,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
600000,72,2,5,0,12,1,renovated,3,5,0,86,1,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
300000,66,2.5,13,7,12,,renovated,4,,1,,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
331500,83,2,1,3,12,1,renovated,3,5,0,86,1,1,47.5049274,19.0303372,2.052326418,0.434432719,1.23738062,0
340000,68,2,5,0,12,1,renovated,4,4,0,86,0,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
690000,170,5,13,5,12,,renovated,5,6,1,,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
209990,36,1,9,0,,1,unknown,5,,1,,0,0,47.4708584,19.1138472,5.310287547,0.231722765,3.672816032,1
290000,44,2,8,8.72,,1,novel,5,,0,20.5,1,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
250000,65,2,9,0,12,1,renovated,5,7,0,86,0,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
440000,108,3,11,5,12,1,renovated,6,6,1,,1,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
380000,40,1,5,0,12,1,renovated,7,8,1,,1,1,47.494985,19.0510811,0.46938007,0.196834462,0.5635261,1
300000,40,2,8,4,12,,new,5,7,0,3,1,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
249000,36,2,8,0,,1,renovated,0,4,1,,1,0,47.4933527,19.0715351,1.299579669,0.07613648,1.297079769,1
350000,74,2.5,9,10,12,,novel,4,9,0,20.5,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
320000,43,2,11,16,12,,new,5,9,0,3,1,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
220000,32,2,6,0,,1,renovated,0,3,1,,1,0,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
310000,56,2,13,11,12,1,renovated,0,3,0,86,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
410000,77,3,12,0,12,1,renovated,0,4,0,86,0,0,47.5027536,19.0217532,2.599276926,0.298048304,1.923084573,0
400000,90,3,6,2,12,1,renovated,,,1,,1,1,47.5084708,19.0592643,1.207217934,0.371757943,1.084786767,1
250000,47,2,8,5,,,novel,5,8,0,20.5,1,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
260000,49,2,9,12,12,,new,5,7,1,,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
695000,102,3,3,19,12,0,novel,1,4,0,20.5,1,0,47.540099,19.0175139,5.495257176,3.659697999,2.800885048,0
345000,93,2.5,5,0,12,,renovated,4,7,0,86,1,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
900000,135,4,3,40,12,0,renovated,1,3,0,35.5,1,0,47.5611995,19.054608,7.038977302,1.947220491,4.710579519,0
136500,200,5,2,30,12,0,novel,1,2,1,,1,1,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
380000,75,2.5,9,0,,,renovated,6,6,1,,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
250000,60,2,11,0,12,,in good condition,5,6,0,86,0,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
138000,21,1,2,0,12,0,renovated,1,2,0,35.5,0,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
329900,60,3,11,0,12,,unknown,5,,0,5,1,1,47.4593199,19.0484551,4.323385819,1.330533222,1.719646221,0
310000,61,2,13,0,12,,renovated,5,,1,,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
380000,78,2.5,12,4,12,,in good condition,6,7,1,,1,1,47.4875911,19.0130384,3.397011208,1.714526415,3.100870954,0
250000,37,2,13,0,,0,in good condition,1,,0,20.5,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
270000,46,2,13,0,12,0,novel,1,4,0,8,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
700000,97,2.5,6,107,12,,novel,6,6,0,20.5,1,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
260000,50,2,9,11,12,0,novel,1,7,1,,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
280000,51,2,13,0,12,0,new,1,8,0,5,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
340000,51,2,6,0,12,0,novel,1,8,0,20.5,1,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
270000,52,2,6,0,12,0,unknown,1,6,0,13,1,1,47.5058702,19.061628,0.995227574,0.141121859,1.090421237,1
450000,45,2,13,0,12,,new,6,7,0,1,0,1,47.5190013,19.0682351,2.531015528,0.583247434,2.011662954,0
270000,54,2,11,4,12,0,in good condition,1,9,0,61,1,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
468000,60,3,6,0,12,0,renovated,1,5,1,,1,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
285000,56,2,8,6,12,,novel,6,7,1,,1,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
355000,64,3,13,0,12,0,new,1,7,0,4,0,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
420000,79,3,3,0,12,0,novel,1,4,0,20.5,1,1,47.5611995,19.054608,7.038977302,1.947220491,4.710579519,0
420000,60,3.5,6,0,6,,renovated,1,3,1,,1,0,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
350000,74,3.5,13,0,12,0,unknown,3,5,0,20.5,0,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
599000,121,3.5,7,3,24,0,renovated,5,7,1,,1,1,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
495000,81,3,11,24,12,0,novel,1,4,0,20.5,1,1,47.5739295,19.1031191,9.175909479,1.778624617,7.642200486,0
300000,80,3.5,9,2,12,,renovated,2,3,1,,1,0,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
400000,77,3.5,9,4,4,1,in good condition,5,6,1,,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
200000,30,1,5,3,12,0,in good condition,2,4,0,86,0,1,47.500537,19.0507142,0.469781984,0.32524425,0.080274664,1
245000,34,1,13,5,,,new,7,10,0,6,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
250000,35,1,8,4,12,,new,7,7,1,,0,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
200000,36,1,13,0,12,0,novel,2,,1,,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
225000,40,2,1,1,12,0,renovated,2,2,0,35.5,0,0,47.5049274,19.0303372,2.052326418,0.434432719,1.23738062,0
350000,44,2,7,4,12,,renovated,7,7,1,,1,1,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
300000,50,2,9,0,12,,new,7,8,1,,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
199000,51,2,3,0,12,,in good condition,7,,1,,0,1,47.5611995,19.054608,7.038977302,1.947220491,4.710579519,0
350000,64,3,8,0,12,,new,7,,1,,1,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
380000,65,3,13,24,12,,novel,7,9,0,5,1,1,47.5449752,19.0684765,5.323078214,0.582952287,3.504705169,0
290000,45,2,13,0,12,0,new,2,9,0,2,1,1,47.5449752,19.0684765,5.323078214,0.582952287,3.504705169,0
250000,50,2,10,35,12,0,novel,2,2,0,9,1,0,47.4666288,19.1273599,6.416451761,0.136610207,4.702404618,0
220000,50,2,2,4,12,0,in good condition,2,2,1,,1,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
380000,50,2,12,0,12,0,novel,2,3,0,20.5,1,0,47.4875911,19.0130384,3.397011208,1.714526415,3.100870954,0
350000,80,3.5,6,0,12,,renovated,3,3,1,,0,0,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
280000,51,2,2,10,12,0,renovated,2,2,0,61,1,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
320000,54,2,2,0,12,0,renovated,2,3,0,61,0,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
300000,49,2,13,0,12,,novel,8,,0,20.5,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
439000,63,3,9,11,12,,novel,8,9,0,7,1,1,47.4694783,19.0805304,3.673889395,1.26299656,1.168790649,1
780000,70,4,9,0,12,0,renovated,2,4,1,,1,1,47.4467721,19.1913407,11.67956673,3.763160088,9.843408355,1
350000,73,3,11,0,12,0,novel,2,7,1,,1,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
450000,71,3,11,0,12,,novel,8,8,0,5,1,1,47.4674371,19.0550322,3.387588657,0.924719772,0.801616312,0
702000,75,3,6,0,12,,renovated,8,,1,,1,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
230000,30,1,14,0,12,0,new,3,5,0,2,1,1,47.5131532,19.0837164,2.708687438,0.514675704,2.924522428,0
220000,36,1,9,6,12,0,new,3,,1,,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
320000,49,2,8,6,12,,new,9,10,1,,1,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
285000,50,2,3,0,12,,renovated,9,,1,,1,1,47.5384704,19.039051,4.67927329,2.178798785,2.055050331,0
496000,110,3.5,1,0,12,1,in good condition,0,,1,,0,0,47.4916142,19.0454894,1.032245938,0.670816811,0.736780059,0
500000,62,3.5,6,0,12,1,renovated,0,4,1,,1,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
315000,50,2,11,0,18,0,new,3,5,0,8,1,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
292500,50,2,9,0,12,0,novel,3,6,1,,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
210000,52,2,3,0,12,0,in good condition,3,10,0,61,1,1,47.5611995,19.054608,7.038977302,1.947220491,4.710579519,0
260000,55,2,2,0,12,0,renovated,3,3,1,,0,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
360000,63,3,7,0,12,,renovated,0,,1,,0,1,47.4961024,19.0608682,0.44339207,0.158212628,0.809211055,1
1000000,103,3.5,12,10,12,0,new,1,4,0,6,0,1,47.4875911,19.0130384,3.397011208,1.714526415,3.100870954,0
350000,61,2,11,0,12,0,new,3,5,0,15,0,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
250000,62,2,14,0,12,0,novel,3,6,0,20.5,0,1,47.5131532,19.0837164,2.708687438,0.514675704,2.924522428,0
279000,78,3,6,0,12,,renovated,0,,1,,1,0,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
225000,64,2,14,4,12,0,renovated,3,3,1,,1,0,47.5131532,19.0837164,2.708687438,0.514675704,2.924522428,0
350000,66,2,6,0,12,0,new,3,6,0,20.5,1,1,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
360000,72,2,8,2,18,0,renovated,3,3,0,61,1,0,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
900000,153,4,11,70,12,,in good condition,0,2,0,35.5,1,0,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
419000,78,3,13,0,12,0,new,3,7,0,4,0,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
435000,83,4,13,0,12,0,new,3,7,0,4,0,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
210000,38,1,13,0,12,0,renovated,4,5,0,86,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
275000,47,2,10,0,,0,new,4,6,0,2,1,1,47.4666288,19.1273599,6.416451761,0.136610207,4.702404618,0
320000,65,3,11,0,12,0,novel,4,8,0,15,1,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
320000,75,3.5,8,3,12,,novel,6,6,0,20.5,1,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
235000,32,1,17,0,6,,new,0,0,0,2,1,0,47.4940241,19.2316717,13.23492756,7.13322188,12.80673939,0
215000,31,1,1,0,12,0,renovated,5,6,0,86,0,1,47.5049274,19.0303372,2.052326418,0.434432719,1.23738062,0
320000,36,2,2,0,12,,renovated,0,3,1,,0,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
900000,123,3.5,11,50,12,0,novel,2,2,0,20.5,1,0,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
230000,45,2,9,0,12,,in good condition,0,4,1,,0,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
260000,46,2,6,0,12,,renovated,0,3,1,,0,0,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
220000,46,2,8,0,12,0,new,5,7,0,10,1,1,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
220000,50,2,9,0,12,0,novel,5,7,0,20.5,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
600000,98,4,13,0,6,1,renovated,0,5,1,,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
360000,54,2,13,16,12,0,renovated,5,5,0,86,0,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
565500,73,3,6,0,12,,renovated,0,3,1,,1,0,47.5084561,19.0686938,1.531401827,0.102149846,1.689944769,1
260000,54,2,12,3,12,0,renovated,5,6,1,,1,1,47.4875911,19.0130384,3.397011208,1.714526415,3.100870954,0
300000,75,4,9,10,12,0,novel,5,6,0,20.5,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
1322160,188,3,7,105,12,0,novel,6,6,0,20.5,0,1,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
450000,104,4,14,25,12,,novel,0,,1,,0,0,47.5131532,19.0837164,2.708687438,0.514675704,2.924522428,0
270000,42,2,13,3,12,0,novel,7,9,0,20.5,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
599000,121,4.5,7,3,24,1,novel,5,6,1,,1,1,47.5007369,19.0638024,0.692241693,0.403581455,1.04009209,1
270000,45,2,13,7,12,0,new,8,8,0,5,1,1,47.5449692,19.0735283,5.404227601,0.454565413,3.747634488,0
220000,40,2,8,0,12,,renovated,0,,1,,0,0,47.4862576,19.0778842,2.116406396,0.333497253,1.513376999,1
220000,50,1,13,0,12,,novel,0,,1,,0,0,47.5440025,19.077464,5.382858818,0.64100109,3.877421335,0
450000,71,3,11,0,12,0,new,8,8,0,5,1,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
160000,35,1,4,0,12,0,in good condition,9,10,1,,1,1,47.5695064,19.1087966,8.90770374,1.701839347,7.547697974,0
360000,54,2,14,0,12,,new,0,8,0,2,1,1,47.5150279,19.1147634,4.834856453,1.586854431,5.143483657,0
210000,33,1,11,0,12,0,renovated,10,10,1,,1,1,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
806000,100,3,2,13,12,0,novel,0,2,0,20.5,1,1,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
399000,111,3,3,0,12,0,renovated,0,4,1,,0,1,47.5611995,19.054608,7.038977302,1.947220491,4.710579519,0
285000,40,2,9,0,24,0,renovated,0,3,0,61,0,0,47.4708584,19.1138472,5.310287547,0.231722765,3.672816032,1
195000,51,2,9,4,12,0,in good condition,0,4,1,,1,0,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
1112280,130,4.5,2,33,,,novel,,2,1,,1,0,47.5309913,19.0070801,5.17856018,2.96242505,2.757459275,0
319000,58,2,3,20,12,0,new,0,3,0,5,1,1,47.582812,19.0432536,9.487159222,3.819373217,6.988642739,0
220000,40,1,12,6,12,,unknown,,,1,,0,0,47.4875911,19.0130384,3.397011208,1.714526415,3.100870954,0
622300,95,4,3,20,24,0,renovated,0,,0,7,1,0,47.5611995,19.054608,7.038977302,1.947220491,4.710579519,0
270000,59,2,11,4,12,0,renovated,0,3,1,,0,0,47.4706064,19.0631939,3.088091576,1.31099856,0.151578427,0
640000,200,5.5,2,0,24,0,renovated,1,2,0,35.5,1,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
584610,170,5,2,80,12,,novel,,3,1,,1,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
350000,66,2,2,0,12,0,unknown,,,1,,0,0,47.5184135,19.0287884,3.042773925,1.202996853,0.860215167,0
312000,43,2,9,4,12,,renovated,,,1,,1,1,47.4563368,19.0830046,5.05976854,2.463154067,2.034736503,1
440000,63,3,3,0,12,0,new,10,10,0,3,1,1,47.5611995,19.054608,7.038977302,1.947220491,4.710579519,0
